image_name,word_bboxes,pred_words,align_text
cmt.jpg,"{'1.0012672': array([[364.54077,  85.93741],
       [825.0879 ,  87.80198],
       [824.9804 , 114.34607],
       [364.4333 , 112.48151]], dtype=float32), '1.0007914': array([[450.02554, 114.74508],
       [741.1243 , 116.72534],
       [740.9467 , 142.83636],
       [449.84793, 140.85611]], dtype=float32), '0.9929352': array([[378.0484 , 143.7978 ],
       [817.60693, 145.54208],
       [817.46924, 180.22607],
       [377.91077, 178.48178]], dtype=float32), '0.9842713': array([[418.8861 , 189.84236],
       [687.6362 , 197.1719 ],
       [686.6886 , 231.91878],
       [417.93848, 224.58925]], dtype=float32), '0.9849746': array([[454.5, 238.5],
       [802.5, 238.5],
       [802.5, 279. ],
       [454.5, 279. ]], dtype=float32), '0.99357396': array([[340.5, 258. ],
       [421.5, 258. ],
       [421.5, 279. ],
       [340.5, 279. ]], dtype=float32), '0.99680173': array([[574.49994, 343.5    ],
       [721.49994, 343.5    ],
       [721.49994, 367.5    ],
       [574.49994, 367.5    ]], dtype=float32), '0.9921577': array([[340.61987, 344.58313],
       [453.66492, 348.54962],
       [452.79248, 373.41373],
       [339.7475 , 369.44727]], dtype=float32), '0.9986619': array([[595.5, 384. ],
       [742.5, 384. ],
       [742.5, 411. ],
       [595.5, 411. ]], dtype=float32), '0.99259174': array([[339.07617, 389.8343 ],
       [496.70032, 391.78024],
       [496.34985, 420.1648 ],
       [338.7257 , 418.21884]], dtype=float32), '1.0171738': array([[419.80585, 431.95374],
       [742.4138 , 428.4848 ],
       [742.79895, 464.30322],
       [420.19104, 467.77216]], dtype=float32), '0.98036134': array([[638.56494, 471.94217],
       [784.3526 , 469.19147],
       [784.8944 , 497.90762],
       [639.10675, 500.65833]], dtype=float32), '1.0034851': array([[339.05673, 479.07834],
       [576.13916, 481.02164],
       [575.9229 , 507.40512],
       [338.84048, 505.46182]], dtype=float32), '1.0169402': array([[418.03442, 518.99927],
       [739.26935, 512.3531 ],
       [740.00037, 547.6862 ],
       [418.76544, 554.3324 ]], dtype=float32)}",Unknown,Unknown
